,class_0_svc
OLTV,0.09792495281669888
DTI,-0.010369833883943821
CSCORE_B,0.00011831871919797716
UNRATE,-0.23780483782385048
CURR_HPI,-0.21979717719739067
MORTGAGE30US,0.06608648137848717
MTM_LTV,-0.27271367160323934
INT_DIFF,-0.08258088723546869
LOG_OUPB,0.175602630429404
PURPOSE_P,0.20216185847162416
PURPOSE_R,0.05812335667919123
PURPOSE_U,0.014585481870932098
PROP_CP,0.0
PROP_MH,-0.10613429578063771
PROP_PU,0.03872935896059512
PROP_SF,-0.046491271952737445
