,class_0_logistic
OLTV,0.25063968718745677
DTI,-0.02629550915056424
CSCORE_B,0.0019528293478638403
UNRATE,-0.5485231482547673
CURR_HPI,-0.5616612712421414
MORTGAGE30US,0.15703442084309374
MTM_LTV,-0.6563830478467613
INT_DIFF,-0.19356738901224077
LOG_OUPB,0.42261890088448795
PURPOSE_P,0.4780499113015973
PURPOSE_R,0.1359488573525651
PURPOSE_U,0.033621594460468945
PROP_CP,0.0
PROP_MH,-0.2769976821774707
PROP_PU,0.0698007744122806
PROP_SF,-0.1369954842970946
