,OLTV,DTI,CSCORE_B,PURPOSE,PROP,LOSS_GIVEN_DEFAULT,UNRATE,CURR_HPI,MORTGAGE30US,MTM_LTV,INT_DIFF,LOG_OUPB
12993,90,50.0,801.0,C,SF,0.3643052574141033,8.2,299.68333333333334,3.35,94.1715647306758,3.025,11.911701584927597
12994,73,43.0,784.0,C,CO,0.1817884015207313,10.2,302.08,3.94,77.6771650655661,1.81,11.9891596439666
12995,90,39.0,635.0,P,PU,0.2282129734072078,6.0,333.74666666666667,6.52,90.66600406671267,-1.6449999999999996,12.535376392672774
12996,79,39.0,633.0,C,CO,0.206006138385891,10.9,320.12,4.94,81.92382768164879,2.185,12.736700896592344
12997,79,39.0,628.0,C,SF,0.6654513456781349,11.0,318.3533333333333,4.98,85.09617190107222,1.0199999999999996,12.92391243868049
12999,60,39.0,696.0,C,CO,0.3479713656717625,6.7,299.6033333333333,4.57,49.39307157686274,0.8049999999999997,11.407564949312402
13000,80,55.0,679.0,R,SF,0.3910354144614372,5.7,315.3566666666667,3.59,79.82327508112508,3.285,11.736069016284437
13001,73,41.0,768.0,P,PU,0.3076035555628737,10.3,301.68333333333334,4.22,77.66145842141557,1.2800000000000002,12.94084150078094
13002,66,63.0,723.0,C,SF,0.0,7.3,299.84666666666664,4.39,67.46153346098255,1.1100000000000003,12.170445467887022
13004,90,33.0,688.0,C,SF,0.2151021743778629,11.0,312.25,5.08,94.35144080993952,0.92,12.01974306733868
13005,80,48.0,659.0,R,SF,0.48028912513884,10.5,307.9033333333333,4.46,84.67360639540551,1.415,12.165250651009918
13006,95,43.0,762.0,P,CO,0.0314701201668152,11.4,329.1033333333333,4.84,96.01895064518742,0.91,12.337100907936577
13007,97,44.0,747.0,P,PU,0.1690066500750917,10.3,303.5133333333333,4.81,103.73354696862576,1.1900000000000004,11.759785542901755
13008,84,22.0,692.0,C,SF,0.7268108064181001,5.8,317.81,3.7,70.10402348609986,2.175,11.429543856031177
13009,75,35.0,684.0,R,PU,0.0788037177675907,11.2,323.95,5.32,76.56679138030826,1.0549999999999995,11.661345470088502
13010,80,33.0,636.0,R,SF,0.3798562264864678,11.0,312.25,5.08,84.55254880291142,1.295,12.301382825334498
13011,95,47.0,688.0,R,SF,0.1529719201524481,10.4,313.1733333333333,4.32,104.39328534123077,1.4299999999999995,12.066810578196666
13012,80,29.0,730.0,P,PU,0.0,6.2,306.05333333333334,4.29,80.86083526168359,1.96,12.106252310247962
13013,68,48.0,573.0,R,SF,0.3324926396686505,10.4,313.75666666666666,4.49,79.07005674091661,1.3849999999999998,11.728036844587175
13014,90,44.0,620.0,C,SF,0.1408081421029691,10.3,303.5133333333333,4.81,96.96844514227334,1.5650000000000004,12.464583340681674
13015,38,37.0,633.0,R,SF,0.0,11.4,329.1033333333333,4.84,38.51389546516518,1.035,12.94084150078094
13016,80,46.0,773.0,R,SF,0.1412351330457382,5.7,314.13,3.73,55.876584957092376,1.895,12.319401330837177
13017,90,43.0,689.0,C,SF,0.1214940429425901,10.4,313.1733333333333,4.32,93.76980392115124,1.0549999999999995,12.049418835484797
13018,80,22.0,703.0,C,SF,0.7338309349232933,10.3,301.68333333333334,4.22,84.69635171125346,1.2800000000000002,12.0015054797889
13019,80,51.0,670.0,P,PU,0.0992470655491318,10.4,314.34,4.58,83.39673224742374,1.67,12.354492650648448
13020,95,61.0,681.0,P,PU,0.0502060060838939,10.2,337.42,5.01,94.1162980501711,0.8650000000000002,12.587927887999204
13021,80,47.0,640.0,C,PU,0.1465826843454685,10.9,321.39666666666665,5.08,82.69785355831019,1.17,12.421184025147118
13022,70,32.0,790.0,R,SF,0.0,9.7,297.79,3.91,75.34042331406579,1.965,12.528156144699286
13023,90,53.0,706.0,P,PU,0.0449748297914722,11.0,322.67333333333335,5.22,92.89686136417636,1.5300000000000002,12.688498794774466
13024,84,48.0,707.0,R,SF,0.0,5.2,338.01,6.03,83.92003027709909,0.2199999999999997,12.669806661762314
13025,63,38.0,689.0,R,SF,0.2379361205331587,8.6,334.88666666666666,6.2,63.154534272939,-0.3250000000000002,12.730801174465157
13026,90,23.0,654.0,P,SF,0.1826880838535131,10.3,303.5133333333333,4.81,95.9409996871774,2.0650000000000004,11.289781913656018
13027,95,45.0,792.0,P,PU,0.1295867466242451,11.0,312.25,5.08,100.34029871554183,1.295,12.341477282536376
13029,88,47.0,746.0,R,SF,0.0,10.9,320.12,4.94,91.29340825852276,0.9349999999999996,12.269047444691562
13030,80,35.0,683.0,P,SF,0.1257924954364641,7.8,299.88666666666666,3.91,87.17899007942684,1.965,12.542544882151386
13031,79,41.0,766.0,C,SF,0.4814365859791082,10.8,335.50666666666666,5.25,78.79787598167246,0.875,12.821258284620408
13032,39,45.0,784.0,C,SF,0.0,5.7,314.13,3.73,14.47958465681496,1.645,10.87804719253426
13033,95,38.0,810.0,P,CO,0.1738240607595099,6.7,299.6033333333333,4.57,98.80193188270408,1.1799999999999995,11.904967552746252
13034,95,33.0,719.0,P,SF,0.114071190014356,3.9,398.12,3.75,71.5055337228998,2.125,11.429543856031177
13035,84,53.0,703.0,R,SF,0.6185125251123264,10.3,300.89,4.6,90.73584029865246,2.0250000000000004,11.55214617812351
13036,80,43.0,804.0,P,CO,0.2826305241052957,10.5,307.9033333333333,4.46,85.12182395714065,1.915,11.782952602183288
13038,77,30.0,647.0,R,SF,0.2813834442504695,11.2,313.9633333333333,5.01,81.0813828102041,0.8650000000000002,12.314927050442256
13039,70,60.0,710.0,R,SF,0.3233851244829624,10.4,313.75666666666666,4.49,72.23801486820996,0.8849999999999998,12.049418835484797
13040,80,49.0,643.0,C,SF,0.5601868655871717,7.5,300.09,4.29,68.42007769869953,2.21,11.198214720130528
13041,95,54.0,732.0,P,SF,0.0973664641441525,6.2,307.06666666666666,4.14,94.44640307575052,1.4850000000000003,11.678439903447801
13042,90,31.0,721.0,P,SF,0.0295948262436802,6.2,307.06666666666666,4.14,85.65005664326252,2.2350000000000003,11.759785542901755
13043,85,26.0,660.0,C,SF,0.2309265068969908,10.4,314.34,4.58,80.80620052862082,0.6699999999999999,11.99535161421452
13045,95,31.0,640.0,P,SF,0.2011739369398134,9.7,297.79,3.91,102.8162279176884,2.965,12.01974306733868
13046,75,57.0,719.0,C,SF,0.718199178400196,9.6,296.61,3.87,81.17545456980203,3.13,10.799575577092764
13047,80,43.0,650.0,R,SF,0.7918546696180975,10.2,299.42,4.87,86.8262396060956,2.005,11.156250521031495
13048,87,29.0,748.0,R,SF,0.4503044629178516,6.2,306.05333333333334,4.29,87.68740710316284,1.835,11.225243392518447
13049,74,34.0,630.0,C,SF,0.6715906074130639,11.1,316.58666666666664,4.71,73.2192157074373,1.415,12.751299696013497
13050,80,33.0,645.0,C,SF,0.3306277120133162,9.5,296.27,3.67,89.44286422916538,3.205,12.56374708980199
13051,95,59.0,689.0,P,PU,0.0,10.9,321.39666666666665,5.08,97.76228408234158,0.1699999999999999,12.631340380934517
13052,79,39.0,696.0,C,SF,0.1619644612548392,6.1,333.68333333333334,6.35,79.51690760896169,-1.0999999999999996,12.341477282536376
13053,90,56.0,750.0,P,SF,0.2311935278435486,10.5,307.9033333333333,4.46,95.05792908209804,2.29,11.635143097694478
13054,80,59.0,683.0,C,SF,0.5745496464132209,6.4,300.46,4.46,81.10416613123037,1.665,11.643953727376633
13055,90,45.0,720.0,C,PU,0.0,10.3,300.89,4.6,96.54223642157676,1.0250000000000004,12.043553716032399
13056,70,14.0,726.0,R,SF,0.3459874169099997,5.7,314.13,3.73,67.72241228292357,2.27,12.240474072247506
13057,53,61.0,606.0,C,SF,0.2723632033842722,10.3,303.5133333333333,4.81,56.76662430733412,1.0650000000000004,12.100712129872347
13058,67,37.0,710.0,C,PU,0.0,4.4,360.69666666666666,3.94,54.28752231938355,2.185,11.652687407345388
13059,97,53.0,689.0,P,SF,0.0611285403683284,11.2,323.95,5.32,99.758157762328,1.1799999999999995,12.180754837545884
13060,90,26.0,765.0,R,PU,0.119980049059505,10.3,300.89,4.6,97.52668748621512,2.2750000000000004,11.385092093460344
13061,79,41.0,785.0,R,SF,0.3158024790296663,10.8,312.94666666666666,5.0,82.9507261489098,0.875,11.891361900690473
13062,74,45.0,684.0,C,PU,0.2202189956274452,9.5,295.26,3.84,79.57498512120883,2.285,12.751299696013497
13063,74,33.0,667.0,C,SF,0.2713092377839945,10.6,313.6433333333333,4.79,77.52264093359001,1.085,11.626254150277232
13064,79,50.0,731.0,R,SF,0.3424898756014882,9.9,299.22,4.0,84.80172513697883,2.125,12.94084150078094
13065,78,50.0,710.0,C,SF,0.9303955110386446,10.3,300.89,4.6,74.68751030436373,0.4000000000000003,11.002099841204238
13066,95,49.0,710.0,R,SF,0.2885879390364775,10.3,301.68333333333334,4.22,102.10779743472294,2.53,11.736069016284437
13068,90,38.0,707.0,P,SF,0.6365124074953421,11.2,313.9633333333333,5.01,95.26188219466027,1.865,11.156250521031495
13069,95,43.0,753.0,P,PU,0.0,10.3,300.89,4.6,98.86081736088866,0.9000000000000004,12.0015054797889
13070,90,51.0,767.0,P,PU,0.0,10.4,313.1733333333333,4.32,93.44421442364568,1.3049999999999995,11.626254150277232
13071,75,18.0,732.0,C,SF,0.3950663705738692,9.5,298.12,3.55,85.3610748203896,2.575,12.706847933442663
13072,85,21.0,713.0,R,PU,0.1305243382660533,10.3,300.4,4.55,90.69852166239887,1.3250000000000002,12.363076394339839
13073,97,47.0,760.0,P,SF,0.0,10.3,300.4,4.55,104.32332648990788,1.7000000000000002,12.476099782743233
13074,70,54.0,685.0,C,PU,0.7133165786692477,11.0,312.25,5.08,78.95205106672509,-0.08,12.823957341589573
13075,65,40.0,769.0,C,PU,0.3491186005663584,11.2,313.9633333333333,5.01,68.32581792784461,0.7400000000000002,12.94084150078094
13076,80,47.0,712.0,P,PU,0.0,5.7,312.4766666666667,3.89,77.7213466810754,2.11,12.375815420117268
13077,78,54.0,783.0,C,PU,0.3061254238535747,9.5,296.27,3.67,83.52960985159804,1.83,12.75419405403986
13078,80,37.0,753.0,P,SF,0.2728777783523151,9.6,296.61,3.87,86.0345675292091,1.63,11.728036844587175
13079,69,48.0,754.0,R,PU,0.3068516696827641,10.4,314.34,4.58,71.21572503219814,1.045,12.587927887999204
13080,78,33.0,741.0,C,SF,0.2159853005993839,10.5,307.9033333333333,4.46,82.24690098094999,1.29,12.479909311159902
13081,95,27.0,680.0,P,PU,0.1713283087590747,6.3,303.69666666666666,4.28,104.10434391053572,1.4699999999999998,12.154779351142624
13082,80,38.0,760.0,P,SF,0.0445343250695299,6.6,299.36,4.22,82.95094478264744,1.5300000000000002,11.918390573078392
13083,95,56.0,638.0,P,SF,0.211166124289243,10.2,301.4666666666667,4.87,107.25501025926796,2.13,12.531772785169476
13084,80,54.0,635.0,C,SF,0.7065816080213496,11.4,331.68,4.78,80.66711737693588,1.7199999999999998,12.904207367601158
13085,72,60.0,766.0,R,SF,0.4406394483303437,11.0,318.3533333333333,4.98,74.66918070378397,0.8949999999999996,12.594730635321957
13086,90,56.0,715.0,C,SF,0.1609107622387839,9.9,299.22,4.0,95.3720834032373,1.5,12.283033686666302
13087,90,41.0,666.0,R,SF,0.4432093399965613,10.9,321.39666666666665,5.08,92.90067701363384,1.045,12.230765258120545
13088,61,40.0,706.0,R,SF,0.2713180028980993,10.5,307.9033333333333,4.46,64.37368606362098,0.915,12.94084150078094
13089,90,53.0,710.0,R,PU,0.100147711034962,9.6,336.15333333333336,5.53,89.94951622100558,1.845,11.938193200374572
13090,83,25.0,779.0,C,SF,0.0586128429750441,9.9,299.22,4.0,89.11796836561265,2.0,12.066810578196666
13091,79,48.0,706.0,R,SF,0.4850176067533077,5.9,309.17,4.19,78.14916821471488,1.6849999999999996,11.571194373094205
13092,90,48.0,609.0,P,SF,0.0,6.3,305.04,4.41,91.43995696011096,2.34,12.185869938212655
13093,80,64.0,711.0,C,SF,0.1945918408106489,10.1,300.65,4.0,87.80790208266878,1.75,12.604848765487542
13094,90,54.0,741.0,C,SF,0.1616518737871536,10.4,312.59,4.27,94.23501048231444,1.7200000000000006,11.99535161421452
13095,90,41.0,698.0,R,SF,0.1452901825119751,10.4,301.28666666666663,4.39,96.49805334701456,1.4850000000000003,12.2783933071098
13096,95,44.0,720.0,P,SF,0.1804476950922716,9.4,298.14666666666665,3.34,103.93847060473894,2.66,12.71589776896258
13097,94,49.0,734.0,R,PU,0.1234913215296998,10.8,312.94666666666666,5.0,98.07933279592952,1.25,12.70076888736628
13098,80,50.0,709.0,C,SF,0.1314735975652947,9.9,299.22,4.0,85.78993545999259,1.875,12.371587084007746
13099,80,51.0,654.0,P,SF,0.597593438715426,5.0,341.3833333333333,4.08,67.06713491303209,2.42,11.385092093460344
13100,89,53.0,711.0,C,SF,0.3023218228271357,11.0,318.3533333333333,4.98,90.54321154231148,0.8949999999999996,11.918390573078392
13101,70,50.0,638.0,R,SF,0.6152392946152786,10.4,312.59,4.27,78.35654862355014,1.4800000000000004,12.396693005138824
13102,95,41.0,650.0,P,SF,0.1781083750615198,10.3,300.4,4.55,102.979709955413,2.45,11.502875129116727
13104,90,54.0,704.0,C,SF,0.1096866730362272,10.3,303.5133333333333,4.81,96.51899349536122,1.0650000000000004,12.94084150078094
13105,97,51.0,684.0,P,SF,0.213356242929869,11.2,314.82,5.09,99.44034230572048,1.41,11.580584113444043
13106,79,53.0,778.0,R,SF,0.334412332715992,5.8,310.8233333333333,4.02,77.0787650550182,1.8550000000000004,11.736069016284437
13107,61,47.0,754.0,R,MH,0.0,10.4,313.75666666666666,4.49,63.3131232218582,2.01,10.858998997563564
13108,80,39.0,727.0,C,SF,0.2253319402259883,5.4,324.54,3.87,72.7303532754052,2.005,11.429543856031177
13109,83,46.0,670.0,R,PU,0.3437365144132513,10.4,312.59,4.27,86.33301604940206,1.6050000000000004,12.417143615610113
13110,90,32.0,777.0,C,SF,0.2658837756088669,10.3,300.89,4.6,97.71774158176892,2.0250000000000004,10.858998997563564
13111,78,45.0,693.0,R,SF,0.1017618843631707,10.3,301.68333333333334,4.22,83.49847106469637,1.7800000000000002,11.661345470088502
13112,97,61.0,701.0,P,PU,0.1349893816447308,10.4,313.1733333333333,4.32,101.48449215479542,2.18,12.57418196709457
13113,90,34.0,713.0,C,SF,0.081457891973911,10.4,314.34,4.58,94.03716198342792,1.545,12.479909311159902
13114,75,45.0,666.0,R,SF,0.3219373305530869,11.0,322.67333333333335,5.22,76.99719437604385,0.7800000000000002,11.898187865760873
13115,59,46.0,743.0,C,SF,0.3333523617875039,10.3,301.68333333333334,4.22,54.89533458699168,0.9050000000000002,11.385092093460344
13116,90,55.0,750.0,P,SF,0.443373641027688,10.9,321.39666666666665,5.08,92.8531638955602,1.795,11.635143097694478
13117,80,48.0,674.0,C,SF,0.5457969967848548,10.4,305.56,4.77,85.68002805321476,1.8550000000000004,11.805595078933049
13118,91,46.0,735.0,R,PU,0.0428772932851437,10.8,312.94666666666666,5.0,95.76051396625093,0.9900000000000002,12.437184366493561
13119,78,42.0,633.0,C,SF,0.4970853398200996,6.4,301.01,4.53,66.64965847872767,2.22,11.385092093460344
13120,65,41.0,662.0,C,SF,1.0,10.4,312.59,4.27,68.48837040548793,2.9800000000000004,11.127262984158243
13121,95,28.0,633.0,R,SF,0.331803139026937,10.2,337.42,5.01,94.08292189370157,1.865,12.037653993905211
13122,47,40.0,571.0,C,SF,1.0,10.2,337.42,5.01,46.74185673448521,2.24,10.308952660644293
13123,70,38.0,652.0,P,SF,0.0787545378311648,6.4,301.01,4.53,71.4269593368991,1.3449999999999998,11.643953727376633
13124,70,57.0,773.0,C,SF,0.0311482144842158,9.5,297.28,3.62,69.02728268474752,2.005,12.345834587905333
13125,83,57.0,753.0,R,SF,0.0,6.6,299.36,4.22,86.01316200866059,1.5300000000000002,12.154779351142624
13126,90,35.0,660.0,R,SF,0.1835051592123314,10.5,307.9033333333333,4.46,95.62419949844616,2.415,11.440354772135393
13127,80,58.0,726.0,C,SF,0.5854513627364168,5.8,318.67,3.8,75.70090966183037,2.2,12.421184025147118
13128,80,36.0,649.0,C,SF,0.6799794243504853,5.9,309.17,4.19,80.15341559378477,2.685,11.429543856031177
