,ORIG_RATE,ORIG_UPB,ORIG_DATE,OLTV,DTI,CSCORE_B,PURPOSE,PROP,NO_UNITS,OCC_STAT,LAST_UPB,LAST_PAID_INSTALLMENT_DATE,LOSS_GIVEN_DEFAULT
1673,7.875,115000.0,2001-07-01,90,49.0,655.0,R,SF,1,P,113511.56,2003-04-01,0.0
1674,7.25,72000.0,2001-07-01,80,41.0,641.0,C,MH,1,P,71943.83,2001-09-01,0.5062127131518622
1675,7.5,47000.0,2001-08-01,75,30.0,713.0,R,SF,2,I,44191.4,2006-02-01,0.4721882335330858
1676,8.0,68000.0,2001-07-01,90,36.0,725.0,R,SF,1,P,67369.26,2003-05-01,0.7014306785190991
1677,7.5,202000.0,2001-05-01,97,44.0,620.0,P,SF,1,P,178074.27,2010-07-01,0.1288001408347037
1678,7.625,52000.0,2001-04-01,70,51.0,721.0,C,SF,1,I,33658.23,2011-10-01,0.6821891366260713
1679,7.5,53000.0,2001-06-01,65,52.0,638.0,C,MH,1,P,47771.82,2005-04-01,0.9189908676317144
1680,7.25,99000.0,2001-05-01,94,41.0,719.0,R,SF,1,P,91235.86,2007-09-01,0.0
1681,6.75,164000.0,2001-05-01,80,50.0,671.0,C,SF,1,P,108090.9,2016-04-01,0.0
1682,7.125,38000.0,2001-07-01,75,37.0,638.0,C,SF,1,P,34111.85,2008-11-01,1.0
1683,6.5,105000.0,2001-08-01,95,45.0,593.0,R,MH,1,P,103289.51,2002-09-01,0.2727781982465547
1684,8.875,122000.0,2001-06-01,87,41.0,627.0,C,SF,1,P,111234.75,2009-12-01,0.5734890494820638
1685,7.5,86000.0,2001-06-01,80,37.0,660.0,P,MH,1,P,79065.83,2008-02-01,0.3856881697058339
1686,7.875,96000.0,2001-06-01,80,39.0,642.0,C,MH,1,P,95800.49,2001-10-01,0.5634246216787769
1687,7.875,253000.0,2001-05-01,73,50.0,635.0,R,SF,1,P,250538.4,2001-11-01,0.0148135701588209
1688,7.25,101000.0,2001-06-01,95,39.0,734.0,R,MH,1,P,85298.98,2012-02-01,0.2046635250285553
1689,6.75,106000.0,2001-05-01,92,49.0,646.0,R,SF,1,P,95986.17,2010-04-01,0.026918289825276
1690,6.875,85000.0,2001-08-01,95,47.0,747.0,P,MH,1,P,81712.79,2004-07-01,0.0909808222268028
1691,6.75,78000.0,2001-07-01,84,31.0,581.0,R,SF,1,P,71269.01,2008-06-01,0.6671692411443306
1692,7.0,211000.0,2001-08-01,87,61.0,724.0,P,SF,1,P,210374.0,2002-02-01,0.0
1693,9.0,167000.0,2001-08-01,90,17.0,659.0,P,SF,1,P,166225.1,2001-11-01,0.0
1694,7.75,131000.0,2001-06-01,90,49.0,666.0,C,SF,1,P,119057.04,2008-08-01,0.0
1695,7.625,42000.0,2001-06-01,68,15.0,654.0,R,SF,1,I,37652.58,2009-05-01,0.9992864249729744
1696,6.875,145000.0,2001-08-01,95,49.0,639.0,R,SF,1,P,131553.38,2008-10-01,0.0
1697,8.0,43000.0,2001-05-01,85,8.0,624.0,C,SF,1,I,37522.51,2010-04-01,1.0
1698,7.25,82000.0,2001-06-01,80,32.0,607.0,C,SF,1,P,64227.21,2012-02-01,0.1866495155200355
1699,6.5,185000.0,2001-03-01,89,,672.0,P,SF,1,P,152093.23,2010-10-01,0.0
1700,6.625,240000.0,2001-07-01,80,50.0,677.0,C,SF,1,P,230967.06,2002-07-01,0.3389300330544065
1701,7.0,83000.0,2001-07-01,80,44.0,635.0,C,SF,1,P,80037.44,2005-01-01,0.4064599089306384
1702,8.25,36000.0,2001-03-01,80,22.0,720.0,P,SF,1,I,35859.64,2001-10-01,0.0
1703,7.0,66000.0,2001-08-01,70,55.0,691.0,R,SF,1,P,63698.5,2005-01-01,0.261364619228344
1704,8.75,33000.0,2000-04-01,57,58.0,784.0,R,SF,1,P,28837.96,2003-05-01,1.0
1705,7.5,53000.0,2001-06-01,72,37.0,539.0,C,MH,1,P,53135.77,2010-03-01,0.9200818329787852
1706,7.5,47000.0,2001-08-01,75,27.0,713.0,R,SF,2,I,44208.68,2006-02-01,0.6269169295136295
1707,7.125,104000.0,2001-05-01,95,40.0,729.0,P,SF,1,P,99156.45,2005-04-01,0.0
1708,7.125,127000.0,2001-06-01,80,22.0,633.0,C,SF,1,P,112499.87,2009-12-01,0.8002348004421255
1709,6.875,225000.0,2001-08-01,78,45.0,701.0,C,SF,1,P,217380.47,2004-09-01,0.0
1710,7.5,78000.0,2001-05-01,87,37.0,599.0,C,SF,1,P,73023.93,2004-02-01,0.1679406588108657
1711,7.0,104000.0,2001-07-01,90,26.0,731.0,C,SF,1,P,99737.46,2004-06-01,0.0
1712,7.75,88000.0,2001-07-01,95,50.0,628.0,R,PU,1,P,85187.98,2005-04-01,0.0
1713,8.75,77000.0,2001-07-01,85,25.0,693.0,P,SF,1,I,75084.21,2004-01-01,0.2282844034807167
1714,7.0,129000.0,2001-09-01,79,47.0,631.0,R,SF,1,P,123405.81,2005-04-01,0.0
1715,7.375,82000.0,2001-07-01,80,14.0,695.0,C,SF,1,P,79315.23,2005-03-01,0.2419615798295382
1716,6.875,61000.0,2001-05-01,77,15.0,735.0,R,SF,1,P,57941.82,2005-05-01,0.5565743595525442
1717,7.625,89000.0,2001-08-01,90,30.0,662.0,R,SF,1,P,86559.2,2004-08-01,0.0057597613036345
1718,6.625,70000.0,2001-08-01,62,39.0,750.0,C,SF,1,P,57086.88,2005-03-01,0.0
1719,8.0,90000.0,2001-06-01,90,13.0,648.0,R,SF,1,P,80595.65,2014-03-01,0.7234891128121934
1720,6.625,79000.0,2001-06-01,70,44.0,689.0,C,SF,1,P,60987.29,2014-09-01,0.3242795181577924
1721,7.625,64000.0,2001-07-01,69,14.0,654.0,R,SF,1,I,57801.56,2009-07-01,0.9893588173680709
1722,6.875,104000.0,2001-06-01,95,48.0,657.0,R,PU,1,P,113495.61,2005-08-01,0.0858622183071784
1723,7.25,78000.0,2001-06-01,95,12.0,651.0,P,SF,1,P,77080.66,2002-08-01,0.5642169128035934
1724,7.0,94000.0,2001-07-01,95,52.0,748.0,P,SF,1,P,83714.56,2009-10-01,0.0429555910038053
1725,8.25,64000.0,2001-07-01,90,40.0,,P,MH,1,P,69613.84,2003-07-01,0.1046450146709622
1726,6.625,33000.0,2001-05-01,65,28.0,637.0,C,SF,1,P,30612.23,2003-03-01,0.2971688769340389
1727,7.0,90000.0,2001-06-01,95,63.0,676.0,P,SF,1,P,81353.39,2011-03-01,0.0554699793551167
1728,7.375,58000.0,2001-05-01,66,20.0,635.0,C,SF,1,P,50103.44,2010-12-01,0.6486749311898823
1729,7.875,57000.0,2001-05-01,73,16.0,623.0,R,SF,1,I,55643.11,2004-01-01,0.5814376841745904
1730,8.125,140000.0,2001-04-01,80,8.0,679.0,P,CO,1,I,138355.81,2002-10-01,0.0
1731,8.75,92000.0,2001-07-01,85,36.0,523.0,P,MH,1,P,91640.4,2001-11-01,0.0
1732,6.75,52000.0,2001-08-01,77,33.0,780.0,C,SF,1,P,45330.82,2004-09-01,0.0
1733,7.5,90000.0,2001-08-01,79,42.0,601.0,R,MH,1,P,87585.26,2004-01-01,0.0
1734,8.5,60000.0,2001-06-01,70,,649.0,C,SF,1,P,60641.45,2013-09-01,0.722872443042355
1735,6.75,34000.0,2001-06-01,71,41.0,769.0,R,SF,1,P,23464.43,2007-12-01,0.0031468842300197
1736,6.875,115000.0,2001-08-01,93,30.0,671.0,R,SF,1,P,99027.82,2011-05-01,0.156925319819178
1737,7.25,83000.0,2001-07-01,83,44.0,682.0,R,SF,1,P,80312.94,2004-03-01,0.0
1738,8.0,65000.0,2001-07-01,95,26.0,737.0,P,SF,2,P,63966.19,2002-10-01,0.0
1739,7.25,169000.0,2001-05-01,95,49.0,728.0,R,SF,1,P,167744.4,2002-04-01,0.1343154896558585
1740,6.625,58000.0,2001-06-01,83,42.0,654.0,C,SF,1,P,49313.45,2004-12-01,0.2108875986069026
1741,7.25,84000.0,2001-08-01,93,49.0,633.0,R,SF,1,P,82707.49,2002-11-01,0.216526731466759
1742,7.0,73000.0,2001-06-01,82,37.0,730.0,R,SF,1,P,77174.9,2011-01-01,0.5536733770191092
1743,7.625,79000.0,2001-08-01,90,45.0,654.0,R,MH,1,P,79085.0,2001-11-01,0.2250496361954305
1744,7.5,216000.0,2001-05-01,90,51.0,754.0,P,SF,1,P,215678.38,2001-08-01,0.0
1745,7.0,49000.0,2001-07-01,80,23.0,767.0,R,SF,1,P,40836.52,2010-11-01,0.3409450074319776
1746,7.5,104000.0,2001-07-01,80,39.0,688.0,P,PU,1,I,82868.59,2008-06-01,0.0
1747,7.125,114000.0,2001-08-01,95,46.0,620.0,P,SF,1,P,110553.43,2004-03-01,0.3416650577352693
1748,7.875,74000.0,2001-08-01,78,40.0,599.0,R,SF,1,I,73926.92,2002-06-01,0.0
1749,8.75,54000.0,2001-07-01,90,10.0,717.0,P,SF,1,I,52696.52,2004-07-01,0.3022289559861081
1750,7.125,99000.0,2001-07-01,89,30.0,649.0,R,SF,1,P,95945.14,2004-03-01,0.1122256647502612
